IdCliente;Fecha Nacimiento;Actividad Laboral;Estado Civil;Nivel Educacional;Tiene Mora;Saldo Medio Anual;Tiene Crédito Hipotecario;Tiene Crédito de Consumo;Medio de Contacto Preferente;Contactos con su Ejecutivo;Tiene Inversiones
36576;22-04-1977;Gerente;Casado;Universitario;No;5238000;Si;Si;Celular;0;No
36577;22-04-1973;Trabajador Independiente;Soltero;Universitario;No;3361000;No;No;Celular;0;No
36578;22-04-1977;Gerente;Soltero;Universitario;No;630000;No;No;Celular;0;No
36579;22-04-1975;Trabajador Dependiente;Soltero;Técnico Profesional;No;2144000;Si;No;Celular;0;No
36580;22-04-1974;Trabajador Dependiente;Soltero;Enseñanza Media;No;93000;No;No;Celular;0;No
36581;22-04-1977;Gerente;Casado;Universitario;No;1224000;Si;Si;Celular;2;No
36582;22-04-1973;Gerente;Casado;Universitario;No;625000;Si;No;Celular;0;No
36583;22-04-1975;Trabajador Dependiente;Soltero;Técnico Profesional;No;461000;No;No;Celular;0;No
36584;22-04-1975;Trabajador Dependiente;Casado;Universitario;No;713000;Si;No;Celular;0;No
36585;22-04-1972;Trabajador Dependiente;Casado;Universitario;No;347000;No;No;Fono Particular;0;No
36586;22-04-1969;Trabajador Dependiente;Casado;Universitario;No;395000;No;No;Fono Particular;3;No
36587;22-04-1974;Trabajador Dependiente;Casado;Universitario;No;1020000;Si;No;Celular;0;No
36588;22-04-1973;Trabajador Dependiente;Casado;Universitario;No;283000;Si;No;Celular;0;No
36589;22-04-1976;Trabajador Independiente;Soltero;Universitario;No;217000;No;No;Celular;0;No
36590;22-04-1974;Gerente;Soltero;Universitario;No;8436000;Si;No;Celular;0;No
36591;22-04-1969;Trabajador Dependiente;Casado;Universitario;No;35000;Si;Si;Celular;0;No
36592;22-04-1974;Trabajador Dependiente;Divorciado;Universitario;No;525000;No;Si;Fono Particular;0;No
36593;22-04-1976;Trabajador Dependiente;Soltero;Universitario;No;469000;No;Si;Celular;0;No
36594;22-04-1969;Trabajador Dependiente;Casado;Universitario;No;197000;Si;No;Celular;0;No
36595;22-04-1973;Trabajador Dependiente;Divorciado;Universitario;No;256000;Si;No;Celular;2;No
36596;22-04-1969;Técnico;Soltero;Técnico Profesional;No;44000;No;No;Celular;2;No
36597;22-04-1970;Técnico;Soltero;Técnico Profesional;Si;25000;No;No;Celular;0;No
36598;22-04-1976;Técnico;Soltero;Técnico Profesional;No;118000;No;No;Celular;0;No
36599;22-04-1972;Trabajador Dependiente;Soltero;Universitario;No;1625000;No;No;Celular;0;No
36600;22-04-1972;Trabajador Dependiente;Soltero;Universitario;No;338000;No;No;Celular;0;No
36601;22-04-1969;Trabajador Dependiente;Soltero;Enseñanza Media;No;125000;No;No;Celular;0;No
36602;22-04-1976;Trabajador Dependiente;Soltero;Universitario;No;775000;No;No;Celular;0;No
36603;22-04-1970;Técnico;Divorciado;Técnico Profesional;No;304000;No;No;Celular;0;No
36604;22-04-1972;Trabajador Dependiente;Soltero;Universitario;No;284000;Si;No;Celular;0;No
36605;22-04-1976;Trabajador Dependiente;Casado;Universitario;No;442000;Si;No;Celular;2;No
36606;22-04-1972;Trabajador Dependiente;Soltero;Universitario;No;5000;No;Si;Celular;1;No
36607;22-04-1976;Trabajador Dependiente;Soltero;Universitario;No;5248000;No;Si;Celular;0;No
36608;22-04-1972;Trabajador Dependiente;Soltero;Universitario;No;302000;Si;No;Celular;0;No
36609;22-04-1977;Obrero;Casado;Enseñanza Media;No;0;No;No;Fono Particular;0;No
36610;22-04-1977;Trabajador Dependiente;Casado;Universitario;Si;0;No;Si;Celular;0;No
36611;22-04-1971;Trabajador Dependiente;Soltero;Enseñanza Media;No;33000;No;Si;Celular;0;No
36612;22-04-1970;Obrero;Casado;Enseñanza Media;No;79000;Si;Si;Celular;0;No
36613;22-04-1970;Trabajador Dependiente;Casado;Universitario;No;322000;Si;No;Celular;0;No
36614;22-04-1984;Trabajador Dependiente;Casado;Enseñanza Media;No;-241000;Si;No;Celular;0;No
36615;22-04-1976;Trabajador Dependiente;Casado;Universitario;No;1981000;Si;No;Celular;0;No
36616;22-04-1974;Trabajador Dependiente;Casado;Enseñanza Media;No;84000;Si;No;Celular;0;No
36617;22-04-1975;Gerente;Soltero;Universitario;No;4331000;Si;No;Celular;0;No
36618;22-04-1977;Obrero;Casado;Enseñanza Básica;No;-81000;Si;No;Celular;0;No
36619;22-04-1972;Trabajador Dependiente;Soltero;Universitario;No;1139000;Si;No;Celular;0;No
36620;22-04-1971;Trabajador Dependiente;Soltero;Universitario;No;78000;Si;No;Celular;0;No
36621;22-04-1977;Trabajador Independiente;Casado;Universitario;No;0;Si;No;Celular;0;No
36622;22-04-1969;Obrero;Casado;Enseñanza Media;No;80000;Si;Si;Celular;0;No
36623;22-04-1977;Trabajador Dependiente;Casado;Universitario;No;216000;No;No;Celular;0;No
36624;22-04-1971;Trabajador Dependiente;Casado;Universitario;No;141000;Si;No;Celular;7;No
36625;22-04-1973;Empresario;Soltero;Universitario;No;1957000;No;No;Celular;0;No
36626;22-04-1971;Trabajador Independiente;Casado;Universitario;No;168000;No;No;Celular;0;No
36627;22-04-1973;Técnico;Soltero;Técnico Profesional;No;454000;No;No;Celular;0;No
36628;22-04-1976;Técnico;Soltero;Técnico Profesional;No;388000;No;No;Celular;0;No
36629;22-04-1977;Trabajador Dependiente;Casado;Universitario;No;0;No;No;Celular;0;No
36630;22-04-1975;Trabajador Dependiente;Casado;Universitario;No;1496000;Si;No;Celular;0;No
36631;22-04-1969;Trabajador Dependiente;Soltero;Universitario;No;98000;No;No;Celular;0;No
36632;22-04-1973;Trabajador Dependiente;Soltero;Universitario;No;319000;Si;No;Celular;0;No
36633;22-04-1970;Gerente;Soltero;Universitario;No;448000;Si;No;Celular;0;No
36634;22-04-1969;Trabajador Dependiente;Soltero;Universitario;No;3194000;No;No;Celular;0;No
36635;22-04-1970;Trabajador Dependiente;Soltero;Universitario;No;7567000;No;No;Celular;0;No
36636;22-04-1971;Trabajador Dependiente;Soltero;Universitario;No;69000;No;No;Celular;0;No
36637;22-04-1972;Trabajador Dependiente;Soltero;Universitario;No;1463000;No;No;Celular;0;No
36638;22-04-1975;Trabajador Dependiente;Soltero;Universitario;No;614000;No;No;Celular;0;No
36639;22-04-1971;Trabajador Dependiente;Soltero;Universitario;No;15000;No;No;Celular;0;No
36640;22-04-1973;Gerente;Casado;Universitario;No;3739000;No;No;Celular;0;No
36641;22-04-1971;Trabajador Independiente;Soltero;Enseñanza Media;No;762000;No;No;Celular;0;No
36642;22-04-1975;Técnico;Soltero;Técnico Profesional;No;2000;No;Si;Celular;0;No
36643;22-04-1974;Técnico;Casado;Técnico Profesional;No;30000;No;No;Fono Particular;0;No
36644;22-04-1983;Obrero;Casado;Enseñanza Media;No;-204000;Si;Si;Celular;0;No
36645;22-04-1977;Trabajador Dependiente;Casado;Universitario;No;0;No;No;Celular;0;No
36646;22-04-1973;Gerente;Casado;Universitario;No;4945000;No;No;Celular;0;No
36647;22-04-1975;Gerente;Divorciado;Universitario;No;416000;No;No;Celular;0;No
36648;22-04-1974;Gerente;Soltero;Universitario;No;498000;No;No;Celular;0;No
36649;22-04-1970;Trabajador Dependiente;Soltero;Universitario;No;241000;Si;No;Celular;0;No
36650;22-04-1972;Trabajador Dependiente;Casado;Universitario;No;1130000;Si;No;Celular;0;No
36651;22-04-1971;Trabajador Dependiente;Soltero;Universitario;No;1014000;Si;No;Celular;0;No
36652;22-04-1977;Trabajador Dependiente;Soltero;Universitario;No;378000;No;No;Celular;0;No
36653;22-04-1975;Trabajador Dependiente;Soltero;Universitario;No;2000;No;No;Celular;0;No
36654;22-04-1969;Gerente;Casado;Universitario;No;10088000;No;No;Celular;0;No
36655;22-04-1974;Técnico;Casado;Técnico Profesional;No;120000;No;No;Celular;0;No
36656;22-04-1981;Trabajador Dependiente;Casado;Enseñanza Básica;No;-184000;Si;No;Celular;0;No
36657;22-04-1971;Trabajador Dependiente;Soltero;Universitario;No;942000;No;No;Celular;0;No
36658;22-04-1977;Trabajador Dependiente;Casado;Enseñanza Básica;No;0;Si;No;Celular;0;No
36659;22-04-1975;Técnico;Casado;Técnico Profesional;No;344000;No;No;Celular;0;No
36660;22-04-1969;Trabajador Dependiente;Casado;Universitario;No;323000;No;No;Celular;0;No
36661;22-04-1970;Técnico;Casado;Técnico Profesional;No;367000;Si;No;Celular;0;No
36662;22-04-1975;Trabajador Dependiente;Soltero;Universitario;No;2846000;No;No;Celular;0;No
36663;22-04-1977;Gerente;Casado;Universitario;No;3897000;Si;No;Celular;0;No
36664;22-04-1969;Trabajador Dependiente;Soltero;Universitario;No;530000;No;Si;Celular;0;No
36665;22-04-1975;Gerente;Casado;Técnico Profesional;No;668000;No;No;Celular;0;No
36666;22-04-1977;Trabajador Dependiente;Casado;Enseñanza Media;No;0;Si;Si;Celular;0;No
36667;22-04-1971;Trabajador Independiente;Casado;Enseñanza Media;No;33000;No;No;Celular;0;No
36668;22-04-1972;Trabajador Dependiente;Casado;Enseñanza Media;No;113000;Si;No;Celular;0;No
36669;22-04-1971;Trabajador Dependiente;Soltero;Universitario;No;2076000;No;Si;Celular;7;No
36670;22-04-1972;Trabajador Dependiente;Soltero;Universitario;No;545000;Si;No;Celular;0;No
36671;22-04-1977;Trabajador Dependiente;Soltero;Universitario;No;99000;Si;Si;Celular;0;No
36672;22-04-1976;Trabajador Dependiente;Casado;Universitario;No;271000;No;No;Celular;0;No
36673;22-04-1972;Trabajador Dependiente;Soltero;Enseñanza Media;No;32000;No;No;Emailing;0;No
36674;22-04-1975;Trabajador Dependiente;Casado;Enseñanza Básica;No;2603000;Si;No;Celular;0;No
36675;22-04-1969;Trabajador Dependiente;Casado;Universitario;No;5345000;Si;No;Celular;0;No
36676;22-04-1977;Empresario;Divorciado;Universitario;No;0;Si;No;Celular;0;No
36677;22-04-1975;Trabajador Dependiente;Casado;Universitario;No;2000;Si;No;Celular;0;No
36678;22-04-1977;Trabajador Dependiente;Casado;Universitario;No;225000;Si;No;Celular;0;No
36679;22-04-1972;Trabajador Dependiente;Soltero;Universitario;No;761000;No;No;Fono Particular;0;Si
36680;22-04-1976;Trabajador Dependiente;Soltero;Enseñanza Media;No;19000;Si;No;Celular;0;No
36681;22-04-1972;Trabajador Dependiente;Soltero;Universitario;No;482000;Si;No;Celular;0;No
36682;22-04-1977;Trabajador Dependiente;Soltero;Universitario;No;1062000;No;No;Celular;0;No
36683;22-04-1977;Trabajador Dependiente;Casado;Universitario;No;0;Si;No;Celular;0;No
36684;22-04-1969;Técnico;Casado;Técnico Profesional;No;26000;No;Si;Celular;6;No
36685;22-04-1974;Trabajador Dependiente;Divorciado;Enseñanza Media;No;93000;Si;No;Celular;0;No
36686;22-04-1975;Trabajador Dependiente;Casado;Enseñanza Media;No;20000;No;No;Fono Particular;0;No
36687;22-04-1973;Trabajador Dependiente;Soltero;Universitario;No;2038000;Si;No;Celular;1;No
36688;22-04-1976;Gerente;Soltero;Universitario;No;424000;No;Si;Celular;0;No
36689;22-04-1974;Técnico;Casado;Técnico Profesional;No;246000;No;No;Celular;0;No
36690;22-04-1971;Gerente;Casado;Universitario;No;546000;No;No;Celular;0;No
36691;22-04-1977;Técnico;Casado;Técnico Profesional;No;54000;No;No;Celular;0;No
36692;22-04-1984;Técnico;Casado;Técnico Profesional;Si;-556000;Si;No;Celular;0;No
36693;22-04-1973;Trabajador Dependiente;Soltero;Universitario;No;130000;No;No;Celular;0;No
36694;22-04-1969;Gerente;Casado;Universitario;No;8279000;No;No;Celular;0;No
36695;22-04-1975;Técnico;Soltero;Técnico Profesional;No;200000;No;No;Celular;0;No
36696;22-04-1973;Técnico;Soltero;Técnico Profesional;No;40000;No;No;Celular;0;No
36697;22-04-1973;Técnico;Soltero;Técnico Profesional;No;418000;No;No;Celular;0;No
36698;22-04-1976;Trabajador Dependiente;Casado;Universitario;No;55000;No;No;Celular;0;No
36699;22-04-1976;Obrero;Soltero;Enseñanza Media;No;37000;No;No;Celular;0;No
36700;22-04-1977;Trabajador Dependiente;Soltero;Universitario;No;18000;No;No;Celular;0;No
36701;22-04-1970;Trabajador Dependiente;Casado;Universitario;No;196000;No;No;Celular;0;No
36702;22-04-1969;Trabajador Dependiente;Soltero;Universitario;No;53000;Si;No;Celular;0;No
36703;22-04-1973;Técnico;Soltero;Técnico Profesional;No;319000;No;Si;Celular;0;No
36704;22-04-1976;Gerente;Casado;Universitario;No;676000;No;No;Celular;0;Si
36705;22-04-1970;Trabajador Dependiente;Soltero;Universitario;No;754000;No;No;Celular;0;No
36706;22-04-1975;Trabajador Dependiente;Casado;Universitario;No;659000;Si;No;Celular;0;No
36707;22-04-1974;Trabajador Dependiente;Soltero;Universitario;No;30000;No;No;Celular;0;No
36708;22-04-1976;Trabajador Dependiente;Casado;Universitario;No;379000;No;No;Celular;0;No
36709;22-04-1969;Gerente;Soltero;Universitario;No;2978000;Si;No;Celular;0;No
36710;22-04-1971;Técnico;Soltero;Técnico Profesional;No;6000;No;No;Celular;0;No
36711;22-04-1976;Empresario;Casado;Universitario;No;1216000;No;No;Celular;0;No
36712;22-04-1977;Trabajador Dependiente;Casado;Universitario;No;1503000;Si;Si;Celular;0;No
36713;22-04-1976;Técnico;Casado;Técnico Profesional;No;172000;No;No;Celular;0;No
36714;22-04-1972;Técnico;Casado;Técnico Profesional;No;311000;No;Si;Celular;0;No
36715;22-04-1970;Trabajador Dependiente;Casado;Enseñanza Media;No;88000;Si;Si;Celular;0;No
36716;22-04-1969;Trabajador Dependiente;Soltero;Universitario;No;2744000;Si;No;Celular;0;No
36717;22-04-1975;Gerente;Soltero;Universitario;No;9506000;No;No;Celular;0;No
36718;22-04-1974;Trabajador Dependiente;Soltero;Universitario;No;165000;No;Si;Celular;0;No
36719;22-04-1970;Trabajador Independiente;Casado;Universitario;No;1015000;No;No;Celular;0;No
36720;22-04-1976;Gerente;Soltero;Universitario;No;3142000;Si;No;Celular;1;No
36721;22-04-1973;Trabajador Dependiente;Casado;Universitario;No;355000;Si;No;Celular;1;No
36722;22-04-1973;Trabajador Independiente;Soltero;Enseñanza Media;No;202000;Si;No;Celular;0;No
36723;22-04-1975;Trabajador Dependiente;Casado;Universitario;No;3584000;Si;Si;Celular;0;No
36724;22-04-1977;Trabajador Dependiente;Casado;Universitario;No;3564000;No;No;Celular;0;No
36725;22-04-1974;Gerente;Casado;Universitario;No;1164000;Si;Si;Celular;3;No
36726;22-04-1976;Trabajador Dependiente;Casado;Universitario;No;604000;Si;No;Celular;0;No
36727;22-04-1969;Trabajador Dependiente;Soltero;Universitario;No;3500000;Si;No;Celular;0;No
36728;22-04-1974;Trabajador Dependiente;Divorciado;Universitario;No;1200000;No;No;Celular;0;No
36729;22-04-1970;Gerente;Soltero;Universitario;No;3625000;Si;No;Celular;2;No
36730;22-04-1969;Trabajador Independiente;Soltero;Técnico Profesional;No;7118000;Si;No;Celular;2;No
36731;22-04-1976;Gerente;Casado;Universitario;No;4924000;Si;No;Celular;2;No
36732;22-04-1974;Trabajador Dependiente;Casado;Universitario;No;1263000;Si;No;Celular;0;No
36733;22-04-1973;Trabajador Dependiente;Soltero;Universitario;No;481000;Si;No;Celular;2;No
36734;22-04-1972;Trabajador Dependiente;Soltero;Universitario;No;5972000;No;No;Fono Particular;0;No
36735;22-04-1970;Trabajador Dependiente;Casado;Universitario;No;3364000;Si;No;Celular;0;No
36736;22-04-1976;Gerente;Soltero;Universitario;No;874000;Si;No;Celular;0;No
36737;22-04-1970;Trabajador Dependiente;Casado;Universitario;No;2050000;Si;No;Celular;0;No
36738;22-04-1977;Técnico;Divorciado;Técnico Profesional;No;0;Si;No;Fono Particular;0;No
36739;22-04-1977;Trabajador Dependiente;Soltero;Universitario;Si;0;No;No;Celular;0;No
36740;22-04-1977;Trabajador Dependiente;Soltero;Universitario;No;1881000;No;No;Celular;0;No
36741;22-04-1983;Obrero;Soltero;Enseñanza Media;Si;-366000;Si;No;Celular;1;No
36742;22-04-1974;Trabajador Dependiente;Casado;Universitario;No;4728000;Si;No;Celular;3;No
36743;22-04-1977;Trabajador Dependiente;Soltero;Universitario;No;1188000;Si;No;Celular;0;No
36744;22-04-1970;Trabajador Dependiente;Soltero;Universitario;No;1186000;Si;No;Celular;1;No
36745;22-04-1973;Trabajador Dependiente;Casado;Universitario;No;1570000;Si;Si;Celular;1;No
36746;22-04-1969;Trabajador Dependiente;Soltero;Enseñanza Básica;No;287000;Si;No;Celular;0;No
36747;22-04-1972;Trabajador Dependiente;Casado;Enseñanza Media;No;14000;No;No;Celular;0;No
36748;22-04-1974;Trabajador Dependiente;Soltero;Universitario;No;849000;No;No;Celular;0;No
36749;22-04-1971;Trabajador Dependiente;Casado;Enseñanza Media;No;24000;Si;No;Celular;0;No
36750;22-04-1971;Obrero;Casado;Enseñanza Media;No;69000;No;No;Celular;0;No
36751;22-04-1977;Trabajador Dependiente;Soltero;Universitario;No;252000;No;No;Celular;0;No
36752;22-04-1980;Trabajador Dependiente;Casado;Enseñanza Media;Si;-489000;Si;Si;Celular;0;No
36753;22-04-1969;Trabajador Dependiente;Casado;Universitario;No;593000;Si;No;Celular;0;No
36754;22-04-1969;Trabajador Dependiente;Casado;Universitario;No;2420000;Si;No;Celular;0;No
36755;22-04-1971;Trabajador Dependiente;Soltero;Universitario;No;2004000;No;No;Celular;0;No
36756;22-04-1976;Gerente;Divorciado;Universitario;No;883000;Si;No;Celular;0;No
36757;22-04-1976;Trabajador Dependiente;Casado;Universitario;No;793000;No;No;Celular;0;No
36758;22-04-1972;Trabajador Independiente;Soltero;Enseñanza Media;No;203000;No;Si;Celular;0;No
36759;22-04-1973;Trabajador Dependiente;Casado;Universitario;No;3640000;No;No;Celular;0;No
36760;22-04-1975;Gerente;Casado;Universitario;No;1064000;No;No;Fono Particular;0;No
36761;22-04-1972;Trabajador Dependiente;Soltero;Técnico Profesional;No;167000;No;No;Celular;0;No
36762;22-04-1969;Técnico;Casado;Técnico Profesional;No;503000;No;No;Celular;0;No
36763;22-04-1977;Empresario;Casado;Enseñanza Media;No;1539000;Si;Si;Celular;9;No
36764;22-04-1977;Trabajador Dependiente;Soltero;Universitario;No;5607000;No;No;Celular;1;No
36765;22-04-1977;Trabajador Dependiente;Soltero;Universitario;No;900000;Si;No;Celular;4;No
36766;22-04-1977;Técnico;Casado;Técnico Profesional;No;450000;No;Si;Celular;4;No
36767;22-04-1970;Trabajador Dependiente;Casado;Universitario;No;592000;No;Si;Celular;0;No
36768;22-04-1976;Trabajador Dependiente;Soltero;Universitario;No;307000;No;No;Celular;0;No
36769;22-04-1969;Trabajador Dependiente;Casado;Universitario;No;2591000;Si;No;Celular;0;No
36770;22-04-1972;Trabajador Dependiente;Casado;Universitario;No;14387000;Si;No;Celular;0;No
36771;22-04-1970;Trabajador Dependiente;Soltero;Universitario;No;16000;No;No;Celular;0;No
36772;22-04-1977;Trabajador Independiente;Casado;Enseñanza Media;No;0;Si;No;Celular;0;No
36773;22-04-1977;Técnico;Casado;Técnico Profesional;No;54000;No;No;Celular;0;No
36774;22-04-1973;Trabajador Dependiente;Soltero;Universitario;No;328000;Si;No;Celular;0;No
36775;22-04-1970;Trabajador Dependiente;Casado;Universitario;No;268000;Si;No;Celular;0;No
36776;22-04-1971;Trabajador Independiente;Soltero;Enseñanza Media;No;1086000;No;No;Celular;0;No
36777;22-04-1976;Trabajador Dependiente;Casado;Universitario;No;10000;No;No;Celular;0;No
36778;22-04-1976;Trabajador Dependiente;Soltero;Universitario;No;11386000;Si;No;Celular;0;No
36779;22-04-1969;Trabajador Independiente;Soltero;Universitario;No;917000;No;Si;Celular;0;No
36780;22-04-1970;Trabajador Dependiente;Casado;Universitario;No;3706000;Si;No;Celular;0;No
36781;22-04-1971;Empresario;Soltero;Universitario;No;627000;No;No;Celular;0;No
36782;22-04-1977;Técnico;Casado;Técnico Profesional;No;0;Si;No;Celular;0;No
36783;22-04-1973;Trabajador Dependiente;Casado;Universitario;No;1354000;Si;Si;Celular;0;No
36784;22-04-1971;Trabajador Dependiente;Soltero;Universitario;No;483000;Si;Si;Celular;0;No
36785;22-04-1969;Obrero;Soltero;Enseñanza Básica;No;71000;Si;No;Celular;6;No
36786;22-04-1969;Trabajador Dependiente;Casado;Universitario;No;1664000;Si;No;Celular;1;No
36787;22-04-1975;Trabajador Dependiente;Soltero;Universitario;No;3323000;Si;No;Celular;0;No
36788;22-04-1975;Trabajador Dependiente;Casado;Universitario;No;1406000;Si;Si;Celular;0;Si
36789;22-04-1972;Gerente;Soltero;Universitario;No;635000;Si;No;Celular;2;No
36790;22-04-1970;Obrero;Soltero;Enseñanza Media;No;88000;Si;No;Celular;0;No
36791;22-04-1971;Trabajador Dependiente;Soltero;Universitario;No;501000;Si;No;Celular;0;No
36792;22-04-1969;Trabajador Dependiente;Soltero;Universitario;No;1970000;No;No;Fono Particular;0;No
36793;22-04-1970;Técnico;Soltero;Técnico Profesional;No;538000;Si;No;Celular;0;No
36794;22-04-1972;Gerente;Divorciado;Universitario;No;1742000;Si;No;Celular;0;No
36795;22-04-1974;Trabajador Dependiente;Casado;Universitario;No;2289000;Si;Si;Celular;1;No
36796;22-04-1973;Trabajador Dependiente;Soltero;Universitario;No;2488000;Si;No;Celular;0;No
36797;22-04-1970;Trabajador Dependiente;Soltero;Universitario;No;1222000;Si;No;Celular;0;No
36798;22-04-1971;Trabajador Dependiente;Casado;Universitario;No;1131000;Si;Si;Celular;6;No
36799;22-04-1970;Trabajador Dependiente;Soltero;Universitario;No;430000;Si;No;Celular;0;No
36800;22-04-1977;Trabajador Dependiente;Soltero;Universitario;No;0;Si;No;Celular;0;No
36801;22-04-1970;Trabajador Dependiente;Soltero;Universitario;No;205000;Si;No;Celular;0;No
36802;22-04-1976;Trabajador Dependiente;Soltero;Universitario;No;2530000;Si;No;Celular;1;No
36803;22-04-1973;Trabajador Dependiente;Casado;Universitario;No;382000;Si;No;Celular;0;No
36804;22-04-1975;Trabajador Dependiente;Casado;Universitario;No;407000;Si;No;Celular;0;No
36805;22-04-1973;Gerente;Soltero;Universitario;No;2317000;No;No;Celular;0;No
36806;22-04-1971;Trabajador Dependiente;Soltero;Universitario;No;609000;Si;No;Celular;1;No
36807;22-04-1977;Gerente;Soltero;Universitario;No;999000;Si;No;Celular;0;No
36808;22-04-1975;Empresario;Divorciado;Enseñanza Media;No;290000;Si;No;Celular;0;No
36809;22-04-1973;Trabajador Dependiente;Casado;Universitario;No;5467000;Si;No;Celular;0;No
36810;22-04-1971;Gerente;Casado;Universitario;No;357000;Si;No;Celular;5;No
36811;22-04-1971;Trabajador Dependiente;Casado;Universitario;No;1716000;Si;No;Celular;2;No
36812;22-04-1969;Gerente;Soltero;Universitario;No;2384000;Si;No;Celular;0;No
36813;22-04-1973;Trabajador Dependiente;Casado;Universitario;No;40000;No;No;Celular;0;No
36814;22-04-1973;Trabajador Dependiente;Soltero;Universitario;No;112000;Si;No;Celular;1;No
36815;22-04-1976;Gerente;Soltero;Universitario;No;3295000;No;No;Celular;0;No
36816;22-04-1969;Trabajador Dependiente;Soltero;Técnico Profesional;No;620000;No;No;Celular;0;No
36817;22-04-1977;Trabajador Dependiente;Divorciado;Universitario;No;0;No;No;Celular;0;No
36818;22-04-1972;Trabajador Dependiente;Casado;Universitario;No;671000;No;No;Celular;2;No
36819;22-04-1976;Gerente;Casado;Universitario;No;4015000;Si;No;Celular;3;No
36820;22-04-1977;Gerente;Soltero;Universitario;No;1017000;No;No;Celular;0;No
36821;22-04-1970;Gerente;Soltero;Universitario;No;3283000;No;No;Celular;1;Si
36822;22-04-1976;Trabajador Dependiente;Soltero;Universitario;No;757000;No;No;Celular;0;No
36823;22-04-1976;Trabajador Dependiente;Soltero;Técnico Profesional;No;640000;No;No;Celular;0;No
36824;22-04-1973;Trabajador Dependiente;Soltero;Universitario;No;1489000;Si;No;Celular;0;No
36825;22-04-1984;Trabajador Dependiente;Casado;Enseñanza Media;No;-106000;Si;No;Celular;0;No
36826;22-04-1970;Obrero;Casado;Enseñanza Básica;No;124000;Si;No;Celular;4;No
36827;22-04-1969;Trabajador Dependiente;Soltero;Universitario;No;863000;Si;No;Celular;5;No
36828;22-04-1976;Trabajador Dependiente;Casado;Universitario;No;433000;No;Si;Celular;0;No
36829;22-04-1973;Trabajador Dependiente;Soltero;Universitario;No;8626000;No;No;Celular;0;No
36830;22-04-1969;Gerente;Soltero;Universitario;No;2915000;No;No;Celular;0;No
36831;22-04-1970;Trabajador Dependiente;Casado;Enseñanza Básica;No;997000;Si;No;Celular;3;No
36832;22-04-1980;Obrero;Casado;Enseñanza Media;No;-120000;Si;No;Celular;2;No
36833;22-04-1974;Gerente;Casado;Universitario;No;777000;Si;No;Celular;0;No
36834;22-04-1969;Gerente;Casado;Universitario;No;1331000;No;No;Celular;1;Si
36835;22-04-1969;Trabajador Dependiente;Casado;Universitario;No;845000;No;No;Celular;0;No
36836;22-04-1969;Trabajador Dependiente;Soltero;Universitario;No;1214000;No;No;Celular;0;No
36837;22-04-1975;Técnico;Casado;Técnico Profesional;No;119000;Si;No;Celular;0;No
36838;22-04-1976;Trabajador Dependiente;Soltero;Enseñanza Básica;No;406000;No;No;Celular;0;Si
36839;22-04-1970;Obrero;Soltero;Enseñanza Media;No;25000;No;No;Celular;0;No
36840;22-04-1971;Trabajador Dependiente;Casado;Universitario;No;1005000;No;No;Celular;0;No
36841;22-04-1972;Trabajador Dependiente;Casado;Universitario;No;302000;Si;Si;Celular;1;No
36842;22-04-1969;Trabajador Dependiente;Soltero;Universitario;No;31868000;No;No;Fono Particular;0;No
36843;22-04-1970;Técnico;Casado;Técnico Profesional;No;547000;No;No;Celular;0;No
36844;22-04-1972;Trabajador Dependiente;Casado;Universitario;No;401000;No;No;Celular;0;No
36845;22-04-1969;Gerente;Soltero;Universitario;No;4247000;No;No;Celular;0;No
36846;22-04-1977;Trabajador Dependiente;Soltero;Universitario;No;63000;No;No;Celular;0;No
36847;22-04-1971;Trabajador Dependiente;Casado;Universitario;No;8295000;Si;No;Celular;1;No
36848;22-04-1977;Obrero;Casado;Enseñanza Básica;No;99000;Si;No;Celular;1;No
36849;22-04-1973;Trabajador Dependiente;Soltero;Universitario;No;985000;Si;No;Celular;2;Si
36850;22-04-1976;Trabajador Dependiente;Casado;Universitario;No;658000;Si;Si;Celular;1;No
36851;22-04-1969;Trabajador Dependiente;Casado;Universitario;No;314000;Si;No;Celular;0;No
36852;22-04-1970;Trabajador Dependiente;Soltero;Universitario;No;223000;Si;No;Celular;11;No
36853;22-04-1975;Trabajador Independiente;Soltero;Universitario;No;578000;Si;No;Celular;4;No
36854;22-04-1975;Trabajador Dependiente;Casado;Universitario;No;371000;Si;Si;Celular;0;No
36855;22-04-1969;Trabajador Dependiente;Casado;Enseñanza Media;No;62000;No;No;Celular;0;No
36856;22-04-1970;Trabajador Dependiente;Soltero;Universitario;No;817000;Si;No;Celular;0;No
36857;22-04-1971;Trabajador Dependiente;Casado;Universitario;No;375000;Si;No;Celular;0;No
36858;22-04-1973;Técnico;Casado;Técnico Profesional;No;4000;Si;No;Celular;0;No
36859;22-04-1972;Trabajador Dependiente;Casado;Universitario;No;968000;No;No;Celular;0;No
36860;22-04-1976;Trabajador Dependiente;Casado;Universitario;No;1990000;Si;Si;Celular;1;No
36861;22-04-1977;Obrero;Soltero;Enseñanza Media;No;144000;Si;No;Celular;0;No
36862;22-04-1976;Trabajador Dependiente;Soltero;Universitario;No;1207000;Si;No;Celular;0;No
36863;22-04-1977;Trabajador Dependiente;Soltero;Universitario;No;603000;Si;Si;Celular;2;No
36864;22-04-1974;Técnico;Soltero;Técnico Profesional;No;102000;Si;No;Fono Particular;2;No
